Source;Titre;URL;Prix;Date
Mercari;真サムライスピリッツ ネオジオ;https://jp.mercari.com/item/m68875313065;¥5,000;2026-01-02 11:21 UTC
Yahoo;○動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/f1214411161;¥5,775;2026-01-06 12:58 UTC
Mercari;【美品】真SAMURAI SPIRITS NEO GEO ソフト;https://jp.mercari.com/item/m81669682858;¥6,333;2026-01-09 09:33 UTC
Yahoo;真サムライスピリッツ 覇王丸地獄変 NEOGEO ネオジオ SNK ロムカセット ソフト;https://page.auctions.yahoo.co.jp/jp/auction/s1215084015;¥6,000;2026-01-09 12:48 UTC
Yahoo;☆中古☆　ＮＥＯＧＥＯ　【　真サムライスピリッツ　】 【即決】;https://page.auctions.yahoo.co.jp/jp/auction/1047702960;¥15,000;2026-01-09 15:11 UTC
Mercari;ネオジオ　真サムライスピリッツ　覇王丸地獄変　NEOGEO;https://jp.mercari.com/item/m56204281466;¥5,200;2026-01-10 10:56 UTC
Yahoo;○動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/u1214784431;¥6,019;2026-01-10 12:24 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/k1215084948;¥6,270;2026-01-13 12:37 UTC
Yahoo;NEO-GEO 真サムライスピリッツ 覇王丸地獄変 ROM 箱・説明書あり SNK 動作未確認 レトロゲーム;https://page.auctions.yahoo.co.jp/jp/auction/r1216580553;¥5,330;2026-01-25 15:08 UTC
Mercari;真サムライスピリッツ NEO GEO　ロムカセット;https://jp.mercari.com/item/m93275333218;¥6,500;2026-01-28 05:10 UTC
Mercari;激レア⭐︎未使用⭐︎真サムライスピリッツ NEO GEO 保管品;https://jp.mercari.com/item/m31830071747;¥8,250;2026-01-28 08:55 UTC
Mercari;ネオジオ　真サムライスピリッツ NEOGEO SNK;https://jp.mercari.com/item/m21709014960;¥5,980;2026-01-30 06:03 UTC
Mercari;真サムライスピリッツ ネオジオ;https://jp.mercari.com/item/m94041036938;¥5,555;2026-01-30 12:21 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/c1217353755;¥7,535;2026-01-31 12:48 UTC
Yahoo;○動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/l1217590009;¥7,975;2026-02-02 12:39 UTC
Yahoo;○動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/j1218173268;¥6,877;2026-02-07 12:34 UTC
Yahoo;1円〜 ネオジオ ロムカセット 真サムライスピリッツ 覇王丸地獄編;https://page.auctions.yahoo.co.jp/jp/auction/s1218561359;¥8,053;2026-02-07 14:24 UTC
Mercari;ネオジオROMカセット　真サムライスピリッツ;https://jp.mercari.com/item/m69472767103;¥6,800;2026-02-11 08:11 UTC
Yahoo;中古AB★真サムライスピリッツ 覇王丸地獄変★ネオジオソフト;https://page.auctions.yahoo.co.jp/jp/auction/s1210021874;¥10,890;2026-02-13 10:39 UTC
Yahoo;○動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/l1219045282;¥5,775;2026-02-14 12:27 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/c1218979903;¥5,060;2026-02-14 12:47 UTC
Yahoo;〈管104208〉【NEGEO】ネオジオ ROM 真サムライスピリッツ 真SAMURAI SPIRITS 覇王丸地獄変 箱 説明書付き　動作未チェック 中古現状品;https://page.auctions.yahoo.co.jp/jp/auction/f1219477299;¥5,500;2026-02-16 12:46 UTC
Mercari;真サムライスピリッツ ネオジオ;https://jp.mercari.com/item/m46114688224;¥5,300;2026-02-17 04:09 UTC
Yahoo;【箱付き】真・サムライスピリッツ 覇王丸地獄変 ネオジオ NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/v1219487533;¥5,776;2026-02-17 14:03 UTC
Yahoo;SNK 真サムライスピリッツ 動作確認済 NEOGEO ネオジオ ROM;https://page.auctions.yahoo.co.jp/jp/auction/z561853546;¥6,600;2026-02-19 05:20 UTC
Yahoo;○動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/r1219826994;¥7,500;2026-02-21 12:19 UTC
Yahoo;【ネオジオ ロム】真サムライスピリッツ【中古】【NEOGEO ROM】;https://page.auctions.yahoo.co.jp/jp/auction/d1219285291;¥5,000;2026-02-22 13:33 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/n1220075936;¥6,326;2026-02-23 12:42 UTC
Yahoo;ネオジオ ロムカセット 真サムライスピリッツ 覇王丸地獄変 ;https://page.auctions.yahoo.co.jp/jp/auction/z559502124;¥5,200;2026-02-26 14:41 UTC
Mercari;真サムライスピリッツ ネオジオROMソフト;https://jp.mercari.com/item/m99216036055;¥6,060;2026-02-27 03:32 UTC
Mercari;ネオジオソフト　真サムライスピリッツ 覇王丸地獄変;https://jp.mercari.com/item/m41393240988;¥6,599;2026-02-28 06:22 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 エス・エヌ・ケイ SNK 箱説付【20;https://page.auctions.yahoo.co.jp/jp/auction/p1220780553;¥6,985;2026-03-01 12:36 UTC
Yahoo;○動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/t1220776584;¥5,775;2026-03-01 12:41 UTC
Yahoo;ネオジオ 真サムライスピリッツ AES・NEOGEO SAMURAI SHODOWNⅡ AES　;https://page.auctions.yahoo.co.jp/jp/auction/x1220879017;¥7,800;2026-03-07 04:45 UTC
Yahoo;動作確認済［ NEOGEO ROMカセット ］サムライスピリッツ ＆ 真サムライスピリッツ 【中古品】［取説有り］ SNK 侍魂 / 真侍魂 ネオジオ;https://page.auctions.yahoo.co.jp/jp/auction/m1221663762;¥13,200;2026-03-08 12:25 UTC
Yahoo;ネオジオ NEOGEOロム　SNK 真サムライスピリッツ①;https://page.auctions.yahoo.co.jp/jp/auction/s1221353846;¥8,300;2026-03-08 13:41 UTC
Yahoo;ネオジオ NEOGEO ロム　真サムライスピリッツ②;https://page.auctions.yahoo.co.jp/jp/auction/q1221367655;¥6,000;2026-03-08 13:53 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/d1221742153;¥6,785;2026-03-09 13:04 UTC
Yahoo;mW938a [箱説有] NEOGEO ソフト 真サムライスピリッツ / ネオジオ ROM カセット☆ | ゲーム X;https://page.auctions.yahoo.co.jp/jp/auction/1222544515;¥6,446;2026-03-14 13:31 UTC
Yahoo;【GM7990/60/0】ネオジオソフト★真サムライスピリッツ★対戦格闘★SNK★NEO-GEO★NEO GEO★レトロゲーム★カセット★説明書付き★;https://page.auctions.yahoo.co.jp/jp/auction/q1222419139;¥7,351;2026-03-16 12:42 UTC
Mercari;真SAMURAI SPIRITS ネオジオソフト;https://jp.mercari.com/item/m35965337522;¥7,000;2026-03-18 07:03 UTC
Mercari;真サムライスピリッツ ネオジオ NGH-063 ( #5492 );https://jp.mercari.com/item/m13388852286;¥11,199;2026-03-21 01:48 UTC
Yahoo;新品同様　ネオジオ NEOGEO　真サムライスピリッツ　 覇王丸地獄変 ;https://page.auctions.yahoo.co.jp/jp/auction/h1202559099;¥12,800;2026-03-21 21:51 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/t1223399701;¥7,260;2026-03-23 12:16 UTC
Yahoo;♪NEOGEO ネオジオ SNK 真サムライスピリッツ 覇王丸地獄変 ゲームソフト 現状お渡し♪経年ジャンク品;https://page.auctions.yahoo.co.jp/jp/auction/w1223633638;¥5,500;2026-03-23 13:25 UTC
Yahoo;NG 真サムライスピリッツ;https://page.auctions.yahoo.co.jp/jp/auction/q1221869806;¥6,000;2026-03-25 13:42 UTC
Mercari;サムライスピリッツ　覇王丸地獄変　NEOGEO ソフト;https://jp.mercari.com/item/m91392580624;¥5,600;2026-03-27 08:49 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/b1224024049;¥6,600;2026-03-29 12:58 UTC
Yahoo;【動作確認済み】SNK NEOGEO ネオジオ 真サムライスピリッツ 覇王丸地獄変 ROM ロムカセット ケース・説明書付き ネオジオソフト;https://page.auctions.yahoo.co.jp/jp/auction/r1224499094;¥5,000;2026-04-01 12:52 UTC
Yahoo;71-50 ネオジオ　真サムライスピリッツ NEOGEO SNK;https://page.auctions.yahoo.co.jp/jp/auction/1221883209;¥5,086;2026-04-02 13:49 UTC
Yahoo;【動作確認済・美品】入手困難品　ネオジオロムカセット「真サムライスピリッツ　覇王丸地獄変」ケース&説明書つき　NEO GEOソフト　真侍魂;https://page.auctions.yahoo.co.jp/jp/auction/q1225230987;¥5,805;2026-04-10 13:18 UTC
Yahoo;【箱付き】真・サムライスピリッツ 覇王丸地獄変 ネオジオ NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/l1225932902;¥6,328;2026-04-14 13:18 UTC
Mercari;【動作確認済】NEOGEO 真サムライスピリッツ覇王丸地獄変 説明書付;https://jp.mercari.com/item/m80200512611;¥9,500;2026-04-15 05:23 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/m1226052539;¥9,607;2026-04-15 12:29 UTC
Yahoo;【箱付き】真・サムライスピリッツ 覇王丸地獄変 ネオジオ NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/f1226387929;¥5,801;2026-04-16 13:29 UTC
Yahoo;真サムライスピリッツ;https://page.auctions.yahoo.co.jp/jp/auction/z370009886;¥6,000;2026-04-18 04:38 UTC
Yahoo;NEOGEO ロムカセット 真サムライスピリッツ 覇王丸地獄変 箱 説明書付き SNK レトロゲーム ジャンク B11120605;https://page.auctions.yahoo.co.jp/jp/auction/e1226464341;¥7,481;2026-04-18 13:16 UTC
Yahoo;真サムライスピリッツ NEOGEO SNK ロムカセット;https://page.auctions.yahoo.co.jp/jp/auction/u1225256852;¥6,000;2026-04-19 09:34 UTC
Yahoo;SNK NEOGEO ROM ネオジオ ロムカセット 真サムライスピリッツ 覇王丸地獄変 中古 ジャンク品 管理ZI-60;https://page.auctions.yahoo.co.jp/jp/auction/h1226648312;¥5,600;2026-04-19 11:31 UTC
Yahoo;【1円】ネオジオ 真サムライ スピリッツ 覇王丸地獄変 ゲームソフト ケース/説明書付き NEOGEO SNK 起動確認済 B04-065rm/F3;https://page.auctions.yahoo.co.jp/jp/auction/d1226437576;¥7,150;2026-04-19 12:24 UTC
Yahoo;コレクター放出 ネオジオ/NEOGEO 真SAMURAI SPIRITS(サムライスピリッツ) 覇王丸地獄変 SNK 格闘 ROMカセット;https://page.auctions.yahoo.co.jp/jp/auction/j1226407113;¥13,005;2026-04-19 13:19 UTC
Yahoo;【箱付き】真・サムライスピリッツ 覇王丸地獄変 ネオジオ NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/e1226502265;¥8,163;2026-04-19 14:09 UTC
Yahoo;タイムセール　ネオジオ　ロム　真サムライスピリッツ;https://page.auctions.yahoo.co.jp/jp/auction/z586185836;¥6,000;2026-04-19 16:02 UTC
Yahoo;ネオジオ　真サムライスピリッツ(ROMカートリッジ);https://page.auctions.yahoo.co.jp/jp/auction/z70057454;¥9,000;2026-04-20 10:23 UTC
Yahoo;ネオジオ ROM 真サムライスピリッツ ネオジオロム サムライ スピリッツ;https://page.auctions.yahoo.co.jp/jp/auction/e1160762651;¥8,000;2026-04-21 01:56 UTC
Yahoo;【動作確認済】真サムライスピリッツ　ネオジオ　ROMカセット;https://page.auctions.yahoo.co.jp/jp/auction/m1206986291;¥7,700;2026-04-21 12:20 UTC
Yahoo;動作保証品 NG ネオジオROM 真サムライスピリッツ 覇王丸地獄変 SAMURAI SPIRITS エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/h1226777399;¥12,651;2026-04-21 13:04 UTC
Yahoo;ネオジオ ROM 真サムライスピリッツ ネオジオロム サムライ スピリッツ;https://page.auctions.yahoo.co.jp/jp/auction/e1227367159;¥9,000;2026-04-22 16:57 UTC
Mercari;ネオジオROM 真サムライスピリッツ 覇王丸 地獄変;https://jp.mercari.com/item/m70577010835;¥8,280;2026-04-23 08:48 UTC
Yahoo;ネオジオ　真サムライスピリッツ;https://page.auctions.yahoo.co.jp/jp/auction/z597837592;¥8,000;2026-04-24 12:02 UTC
Yahoo;SNK NEOGEO ネオ SNK ROM 真サムライスピリッツ　覇王丸地獄変 ロムカセット NG;https://page.auctions.yahoo.co.jp/jp/auction/j1226891337;¥16,500;2026-04-24 12:16 UTC
Mercari;ネオジオ ソフト 真サムライスピリッツ 覇王丸地獄変;https://jp.mercari.com/item/m10315622563;¥8,980;2026-04-25 06:38 UTC
