Source;Titre;URL;Prix;Date
Yahoo;c9b　箱・取説付◆餓狼伝説　ネオジオ　ロムカセット;https://page.auctions.yahoo.co.jp/jp/auction/x1213918123;¥21,000;2026-01-03 12:15 UTC
Yahoo;初版 G-ONE- MASAMI OBARI’S WORKS 大張正己 作品集 ダンガイオー ダンクーガ 餓狼伝説 不知火舞 帯付き A280;https://page.auctions.yahoo.co.jp/jp/auction/q1214254507;¥8,800;2026-01-04 13:04 UTC
Yahoo;1円〜 動作保証品 NG ネオジオROM 餓狼伝説 エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/b1214574995;¥11,151;2026-01-08 12:58 UTC
Yahoo;ボークス 不知火舞 DDdy 「ザ・キング・オブ・ファイターズ/餓狼伝説」 ドールズ・パーティー22&ホビー天国ウェブ限定 ドルフィードリーム;https://page.auctions.yahoo.co.jp/jp/auction/k1208569844;¥110,000;2026-01-08 13:05 UTC
Yahoo;P-UNIT ピーユニット 1/5 餓狼伝説 不知火舞 レジンキャストキット;https://page.auctions.yahoo.co.jp/jp/auction/s1213455686;¥9,900;2026-01-08 13:13 UTC
Yahoo;バトルファイターズ 餓狼伝説 fatal fury OVA+劇場版DVD-BOX 欧州盤 中古DVD;https://page.auctions.yahoo.co.jp/jp/auction/z441514574;¥7,200;2026-01-16 13:25 UTC
Yahoo;ネオジオ ロムカセット 餓狼伝説;https://page.auctions.yahoo.co.jp/jp/auction/e1216076954;¥15,000;2026-01-18 10:22 UTC
Yahoo;ボークス 不知火舞 DDdy 「ザ・キング・オブ・ファイターズ/餓狼伝説」 ドールズ・パーティー22&ホビー天国ウェブ限定 ドルフィードリーム;https://page.auctions.yahoo.co.jp/jp/auction/q1215902135;¥110,000;2026-01-18 13:53 UTC
Yahoo;mW155a [箱説有] NEOGEO ソフト 餓狼伝説 / ネオジオ ROM カセット☆ | ゲーム X;https://page.auctions.yahoo.co.jp/jp/auction/r1216040116;¥13,444;2026-01-19 13:52 UTC
Yahoo;餓狼伝説 / NEOGEO ネオジオ;https://page.auctions.yahoo.co.jp/jp/auction/p1216519836;¥10,200;2026-01-25 13:10 UTC
Mercari;激レア餓狼伝説R版美品ネオジオ FATAL FURY R NEOGEO;https://jp.mercari.com/item/m28600364653;¥50,000;2026-01-26 02:55 UTC
Yahoo;1円〜 欠品 ネオジオ ロムカセット 餓狼伝説;https://page.auctions.yahoo.co.jp/jp/auction/h1218316955;¥6,660;2026-02-05 13:58 UTC
Yahoo;1円〜 ネオジオ ロムカセット 餓狼伝説;https://page.auctions.yahoo.co.jp/jp/auction/h1218558448;¥22,002;2026-02-07 13:20 UTC
Yahoo;動作保証品 NG ネオジオROM 餓狼伝説 エス・エヌ・ケイ SNK 箱付【10;https://page.auctions.yahoo.co.jp/jp/auction/h1218315423;¥7,700;2026-02-08 12:47 UTC
Yahoo;餓狼伝説 NG 【NEOGEO】;https://page.auctions.yahoo.co.jp/jp/auction/z552850882;¥18,000;2026-02-10 15:09 UTC
Yahoo;即決!!StudioHeyap 不知火舞 セミリアル1/6スケール WF2026冬新作 WF2026Winter 餓狼伝説 City of Wolves ;https://page.auctions.yahoo.co.jp/jp/auction/k1218945090;¥22,000;2026-02-13 08:42 UTC
Yahoo;Ｇ‐ｏｎｅ‐　大張正己作品集 大張正己／〔画〕 本 初版 餓狼伝説　ゴーカイザー　ウイルス　ヴァンパイア ムービック;https://page.auctions.yahoo.co.jp/jp/auction/1212660476;¥8,000;2026-02-13 12:14 UTC
Yahoo;4535506701459,【DVD】 / THE MOTION PICTURE 餓狼伝説　MJBD-70145;https://page.auctions.yahoo.co.jp/jp/auction/e1218877818;¥14,023;2026-02-15 12:18 UTC
Yahoo;Fatal Fury Battle Archives 2 餓狼伝説 北米 海外版;https://page.auctions.yahoo.co.jp/jp/auction/q1218512602;¥7,000;2026-02-15 13:05 UTC
Yahoo;餓狼伝説　ネオジオロムカセット;https://page.auctions.yahoo.co.jp/jp/auction/1219228329;¥13,000;2026-02-15 18:10 UTC
Yahoo;即決!!StudioHeyap 不知火舞 セミリアル1/6スケール WF2026冬新作 WF2026Winter 餓狼伝説 City of Wolves ;https://page.auctions.yahoo.co.jp/jp/auction/q1219525089;¥22,000;2026-02-20 15:27 UTC
Yahoo;【箱付き】餓狼伝説 ネオジオ NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/d1219942637;¥9,570;2026-02-21 13:50 UTC
Mercari;ネオジオROM 餓狼伝説;https://jp.mercari.com/item/m43689912733;¥30,000;2026-02-23 15:29 UTC
Mercari;餓狼伝説 THE BATTLE OF DESTINY HDX-5601;https://jp.mercari.com/item/m73616732807;¥7,980;2026-02-24 13:57 UTC
Yahoo;【06】SNK 餓狼伝説 ネオ・ジオソフト 中古 現状品 251206B5150;https://page.auctions.yahoo.co.jp/jp/auction/u1220505617;¥10,560;2026-02-28 13:18 UTC
Yahoo;Z004-O63-1793 NEOGEO ネオジオ ソフト ROM カセット 餓狼伝説 箱/説明書付き NG レトロゲーム OA;https://page.auctions.yahoo.co.jp/jp/auction/g1220645693;¥15,000;2026-03-01 13:01 UTC
Mercari;NEOGEO 餓狼伝説 格闘アクションゲーム ロムカセット カセットゲーム ジャンク S10974783;https://jp.mercari.com/item/2JMttT5ksJhZHsa4DAQ5ya;¥18,800;2026-03-03 03:41 UTC
Yahoo;イベント限定 水着天国 1/4 不知火舞2 餓狼伝説 レジンキャストキット ガレージキット ガレキ;https://page.auctions.yahoo.co.jp/jp/auction/r1221377001;¥30,000;2026-03-08 12:50 UTC
Yahoo;NG 餓狼伝説;https://page.auctions.yahoo.co.jp/jp/auction/g1221868516;¥15,000;2026-03-10 13:42 UTC
Yahoo;動作保証品 NG ネオジオROM 餓狼伝説 エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/o1222315443;¥14,011;2026-03-14 12:56 UTC
Yahoo;良品 魔法株式会社 餓狼伝説 THE BATTLE OF DESTINY 5”2HD 4枚組 稼働品 パソコン用 レトロ ゲーム ソフト m13780;https://page.auctions.yahoo.co.jp/jp/auction/x1165531548;¥8,000;2026-03-15 22:25 UTC
Yahoo;SNK NEOGEO/ネオジオ 餓狼伝説 ロムカセット;https://page.auctions.yahoo.co.jp/jp/auction/h1222423391;¥7,850;2026-03-16 13:11 UTC
Yahoo;ネオジオROMカセット餓狼伝説 ;https://page.auctions.yahoo.co.jp/jp/auction/l1222575727;¥15,100;2026-03-18 12:21 UTC
Yahoo;パーツチェック済 1/8 マックスファクトリー 不知火舞 餓狼伝説 原型：竜人 ガレージキット ガレキ レジンキャストキット;https://page.auctions.yahoo.co.jp/jp/auction/p1223561434;¥8,000;2026-03-22 12:34 UTC
Yahoo;SNK 餓狼伝説 ワイルドアンビション WILD AMBITION ハイパーネオジオ64;https://page.auctions.yahoo.co.jp/jp/auction/c1223553450;¥30,500;2026-03-22 13:07 UTC
Yahoo;未組立 1/5 不知火舞 P-UNIT ピーユニット 餓狼伝説 WF ワンフェス ガレージキット レジンキット;https://page.auctions.yahoo.co.jp/jp/auction/n1216422071;¥10,000;2026-03-22 13:25 UTC
Yahoo;1円〜 動作保証品 NG ネオジオROM 餓狼伝説 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/q1223391185;¥16,566;2026-03-23 13:06 UTC
Mercari;ネオジオROMソフト 餓狼伝説 SNK 箱説付き NEOGEO;https://jp.mercari.com/item/m67559666742;¥16,000;2026-03-24 14:21 UTC
Yahoo;アニメ / DVD / THE MOTION PICTURE 餓狼伝説;https://page.auctions.yahoo.co.jp/jp/auction/v1223381032;¥17,600;2026-03-26 13:28 UTC
Mercari;餓狼伝説　NEO GEOソフト;https://jp.mercari.com/item/m16968809716;¥15,000;2026-03-27 09:48 UTC
Yahoo;正規品 NEET神社 餓狼伝説 不知火舞 抱き枕カバー 差分版;https://page.auctions.yahoo.co.jp/jp/auction/f1223649222;¥7,000;2026-03-27 20:36 UTC
