Source;Titre;URL;Prix;Date
Mercari;ザ・キング・オブ・ファイターズ96;https://jp.mercari.com/item/m10253159749;¥15,000;2026-01-02 11:46 UTC
Yahoo;動作保証品 GB ゲームボーイ 熱闘 ザ・キング・オブ・ファイターズ’96 タカラ TAKARA 箱説付【PP;https://page.auctions.yahoo.co.jp/jp/auction/r1214587070;¥8,251;2026-01-08 12:39 UTC
Yahoo;【NG】 ザ・キング・オブ・ファイターズ'96;https://page.auctions.yahoo.co.jp/jp/auction/z539185478;¥19,000;2026-01-08 21:58 UTC
Yahoo;NG ザ・キング・オブ・ファイターズ'96;https://page.auctions.yahoo.co.jp/jp/auction/j1211654997;¥18,700;2026-01-11 13:52 UTC
Yahoo;動作確認済 NG ザ・キング・オブ・ファイターズ'96;https://page.auctions.yahoo.co.jp/jp/auction/w1212843225;¥18,700;2026-01-11 13:56 UTC
Mercari;【箱説付き】ネオジオROM版 ザ・キング・オブ・ファイターズ96【中古】;https://jp.mercari.com/item/m14468441201;¥13,900;2026-01-16 11:14 UTC
Yahoo;ザ・キング・オブ・ファイターズ'96 / NEOGEO ネオジオ;https://page.auctions.yahoo.co.jp/jp/auction/n1215555029;¥21,596;2026-01-18 12:58 UTC
Yahoo;mY068a [箱説有] NEOGEO ソフト ザ・キング・オブ・ファイターズ '96 / ネオジオ ROM カセット ☆ | ゲーム X;https://page.auctions.yahoo.co.jp/jp/auction/b1215860076;¥16,773;2026-01-18 13:55 UTC
Yahoo;6279 NEOGEO ネオジオ キング オブ ファイターズ ファイターズ96 ROM NG NEO SNK 動作未確認;https://page.auctions.yahoo.co.jp/jp/auction/l1216162770;¥21,500;2026-01-22 14:44 UTC
Yahoo;SNKゲームカートリッジ　ザ・キング・オブ・ファイターズ96;https://page.auctions.yahoo.co.jp/jp/auction/q1189826470;¥5,000;2026-01-24 11:12 UTC
Yahoo;ゲームボーイ ザ・キングオブファイターズ 96 即決;https://page.auctions.yahoo.co.jp/jp/auction/1216648950;¥11,380;2026-01-24 16:14 UTC
Yahoo;1Ｅ035 SNK NEOGEO用 ROMカセット ザ・キング・オブ・ファイターズ'96 ゲーム ソフト ;https://page.auctions.yahoo.co.jp/jp/auction/s1216640948;¥19,610;2026-01-25 12:49 UTC
