Source;Titre;URL;Prix;Date
Ebay;FATAL FURY Neo Geo AES Jap Original;https://www.ebay.fr/itm/317944598686;€220;2026-03-07 00:00 UTC
Ebay;FATAL FURY NEO GEO AES GAROU DENSETSU Version JP　NTSC;https://www.ebay.fr/itm/327150235343;€220;2026-05-15 00:00 UTC
Ebay;>> GAROU DENSETSU FATAL FURY NEO GEO AES SNK ARCADE ORIGINAL JAPAN CATALOG! <<;https://www.ebay.fr/itm/303175336618;€70;2026-05-17 00:00 UTC
Ebay;FATAL FURY NEO GEO AES NTSC-J;https://www.ebay.fr/itm/318338176870;€209;2026-05-22 00:00 UTC
Ebay;Fatal Fury 1 Jap - Neo Geo AES SNK - 100% Original - Version Japonaise;https://www.ebay.fr/itm/236806390441;€236;2026-05-26 00:00 UTC
Ebay;Jeu Neo Geo AES Fatak Fury Garou Densetsu JAP.;https://www.ebay.fr/itm/168392305211;€92;2026-05-28 00:00 UTC
