Titre;URL;Prix;Statut;Created;Description
GW限定特価【ネオジオ本体 ソフト3本】月華の剣士～月に咲く華、散りゆく花;https://jp.mercari.com/item/m80381483075;¥250,000;SOLD_OUT;2026-04-24 12:40 UTC;※プロフ必読お願い致します！    ⚠️バラ売りは考えておりません！    【ネオジオロム本体】※箱が付きますが補修あり傷などあります。  【ジョイスティック×2】    ⚠️数十年前のレトロゲーム機ですので使用感（スレなど）は当然御座います。付属のレバースティック（握り玉部分）もヒビの様な物が見えますが（触って当たる様な感触は無し）使用に全く支障御座いません。    ⚠️現在のHDMI端子しか無いテレビで使用するためには、別途変換アダプタが必要です。    ■ソフト一覧■（全体的に綺麗だと思いますが、画像で判断下さい）    【月華の剣士～月に咲く華、散りゆく花】※カバーに小さい破れあり  
★動作確認済★ネオジオCD サムライスピリッツ 天草降臨 帯付き;https://jp.mercari.com/item/m63401233108;¥3,980;SOLD_OUT;2026-04-25 12:18 UTC;★まとめ買い以外の単品の値引きは行っておりませんので、単品の値引き交渉してくる方への対応は控えさせていただきます。  ★まとめ買いされる場合も商品の組み合わせや金額によっては申請を了承できない場合がありますので、ご了承ください。    動作確認済です。  ケースに細かな傷があります。  ご理解頂ける方へお譲りします。    他にもネオジオCDソフトを出品しています。    #NEOGE #ネオジオ #SNK #格闘ゲーム #サムライスピリッツ #侍魂
専用品NEO GEOロムカセット サムライスピリッツ天草降臨;https://jp.mercari.com/item/m46253529192;¥45,000;SOLD_OUT;2026-04-21 12:53 UTC;ご閲覧ありがとうございます。 ネオジオロムカセット、サムライスピリッツ天草降臨です。動作確認済み。取説付き。 この度、大切にしてきたコレクションを大放出です。
【ネオジオ本体 ソフト12本 ファイティングスティック メモリーカード セット】;https://jp.mercari.com/item/m52065725689;¥380,000;SOLD_OUT;2026-04-20 09:21 UTC;※プロフ必読お願い致します！  【ネオジオ本体】 【ソフト12本】 【ファイティングスティック】 【メモリーカード】  ⚠️今の所バラ売りは考えておりません！  【ネオジオロム本体】  ⚠️数十年前のレトロゲーム機ですので使用感（スレなど）は当然御座います。付属のレバーもスティック（握り玉部分）もヒビの様な物が見えますが（触って当たる様な感触は無し）使用に全く支障御座いません。  ⚠️現在のHDMI端子しか無いテレビで使用するためには、別途変換アダプタが必要です。コンポジット→HDMI変換コンバーター等（メルカリ内でも数百円で購入可能）  〘レトロゲーム機を出品すると良く型番が一致しているかの
【動作確認済】NEOGEO サムライスピリッツ 天草降臨 説明書付;https://jp.mercari.com/item/m34340727452;¥68,800;SOLD_OUT;2026-04-19 13:51 UTC;ご覧いただきありがとうございます。    実家の整理に伴い、当時大切に遊んでいたコレクションを順次出品しております。    NEOGEO（ROMカセット版）『サムライスピリッツ 天草降臨』です。  シリーズの中でも非常にスピード感のある対戦が楽しめる名作であり、現在ロム版の希少価値が非常に高まっているタイトルです。    実機にてタイトル画面までの起動、および数分間のプレイによる動作確認済みです。    【セット内容】    ・NEOGEO専用ロムカセット『天草降臨』  ・専用ケース  ・取扱説明書    【商品の状態】    端子部分： 磨耗や腐食がほとんどなく、当時の輝きを維持した極めて良
【希少】サムライスピリッツ天草降臨　B2ポスター　ネオジオフリーク付録;https://jp.mercari.com/item/m94553182693;¥1,040;SOLD_OUT;2025-12-06 12:00 UTC;【4月18日までの限定値下げ】  【希少】サムライスピリッツ天草降臨　B2ポスター　 1996年12号　ネオジオフリーク付録 イラスト／白井影二 （ポスターのみ、雑誌は付きません）  ポスターは、始めから折り畳んだ状態で、折目があります。雑誌に挟んだまま保存していた為、折目が少し擦れています。（画像参照） 未使用なので、画鋲の穴はありません。  特に目立つダメージは見られませんが、素人検品の為見逃しなどの可能性もあります。 ご理解の程ご検討いただけますようお願い致します。  即購入OK 取り置き、専用は致しません。  ⚠︎ペットが居る為 細心の注意を払って梱包致しますが、毛等付着する可能性があ
サムライ・スピリッツ NEO-GEO CD天草降臨;https://jp.mercari.com/item/m49810569732;¥2,699;SOLD_OUT;2026-04-10 13:12 UTC;NEO-GEO CD用のアクションゲーム、サムライ・スピリッツ天草降臨  - プラットフォーム: NEO-GEO CD - ブランド: SNK - ジャンル: アクション  ケースに傷などがあります。 保証書はついていますか 破れなどがあります。  自宅に長期保管していたものになります。ご了承いただける方のご購入 ご検討お願いします。  ご覧いただきありがとうございます。
NEOGEO mini 本体とコントローラー(白、黒)、HDMIケーブルセット;https://jp.mercari.com/item/m41208078192;¥16,500;SOLD_OUT;2025-11-29 08:49 UTC;商品名：NEOGEO mini 本体、コントローラー × 2(白、黒)、HDMIケーブル（全て純正品です）    ご覧いただきありがとうございます。  ※購入の際は必ずプロフィールのご観覧願います。      NEOGEO miniは、NEOGEOクラシックゲームが40タイトル収録されています。    1.～10.ザ・キング・オブ・ファイターズ 94～2003    11.真サムライスピリッツ 覇王丸地獄変  12.サムライスピリッツ 天草降臨  13.サムライスピリッツ零SPECIAL  14.餓狼伝説SPECIAL  15.リアルバウト餓狼伝説  16.リアルバウト餓狼伝説2 THE NE
ネオジオ CD用ソフト 格闘ゲーム12本セット+オマケ3本 計15本 バラ売可;https://jp.mercari.com/item/m72128546437;¥30,600;SOLD_OUT;2025-05-25 17:11 UTC;ネオジオCD用ソフト  格闘ゲーム12本+オマケ3本  計15本セット (バラ売OK) ディスク、ケース、説明書のみ 帯、ハガキ等はありません  幼少期に遊んでいましたが、本体が壊れてから何十年も遊んでいない為出品します。 全体的にケース、ディスクに擦り傷あり。 現在本体未所持のため、動作確認不可 KOF94・97・餓狼伝説3 ケース割れ有り こちらはオマケの3本になります (16・18・19番の写真確認願います)  ・風雲黙示録格闘創世            ケース、ディスク 擦り傷有り  ・ワールドヒーローズ        ケース、ディスク 擦り傷有り  ・幕末浪漫 月華の剣士      
よし様 リクエスト 2点 まとめ商品;https://jp.mercari.com/item/m26894063109;¥48,000;SOLD_OUT;2026-04-05 12:40 UTC;リクエストありがとうございます。こちらはまとめ買い商品です。 2026年04月06日23時59分までに購入してください。  ■ 商品内容 ・【説明書あり】ネオジオ サムライスピリッツ 天草降臨 ROMカセット【目立った傷や汚れなし】 ・【説明書あり】NEOGEO リアルバウト餓狼伝説 ロムカセット SNK【目立った傷や汚れなし】
新声社ゲーメストムック4冊セット★ギャラクシーファイト・サムスピ天草降臨;https://jp.mercari.com/item/m24790002924;¥2,400;SOLD_OUT;2026-03-07 01:06 UTC;★ゲーメストムック Vol.9 ギャラクシーファイト  ★ゲーメストムックVol.58 サムライスピリッツ 天草降臨 完全技表絵巻  ★ゲーメストムックvol.60 サムライスピリッツ 天草降臨 完全攻略 奥義の書  ★ゲーメストムック Vol.62 サムライスピリッツ 天草降臨 ファンブック  以上、新声社ゲーメストムック4冊セットとなります。  ★バラ売り不可となります。個人的に見て、比較的キレイだと思います。  ★他のサイトでも出品している為、ご購入後にキャンセルさせていだだく場合がございますので、予めご了承下さい。   ★すり替え防止の為、返品返金はご遠慮下さい。   ★画像でご了承い
サムライスピリッツ天草降臨 B2版ポスター（ネオジオフリーク付録）;https://jp.mercari.com/item/m48223485762;¥1,200;ON_SALE;2022-12-30 12:28 UTC;
新品 アケアカNEOGEO セレクション Vol.6 -Switch;https://jp.mercari.com/item/2JNXJrDFUBGh8zWFhLPi2t;¥7,429;SOLD_OUT;2026-03-16 19:55 UTC;
☆ネオジオ ROM　サムライスピリッツ　天草降臨　箱説はがきつき☆;https://jp.mercari.com/item/m55568533951;¥56,000;SOLD_OUT;2026-02-08 08:19 UTC;箱説はがきつきです。  状態はケースに擦れおよび若干の薄汚れがあります。 ソフトには擦れがあります。 説明書の背に擦れがあります。  発送はゆうパケットプラスの予定です。
NEOGEO CD サムライスピリッツ 天草降臨 帯付き;https://jp.mercari.com/item/m35085088296;¥3,000;SOLD_OUT;2026-03-20 09:42 UTC;SNKのNEOGEO CD用ソフト「サムライスピリッツ 天草降臨」です。写真に写っているケース、ディスク、ジャケット、帯の出品です。
「激安」サムライスピリッツ天草降臨 ネオジオ;https://jp.mercari.com/item/m74212859999;¥5,980;ON_SALE;2026-03-17 18:44 UTC;
サムライスピリッツ 天草降臨 NEO-GEO;https://jp.mercari.com/item/m73591488096;¥3,000;SOLD_OUT;2026-03-09 02:27 UTC;対戦型格闘ゲームの名作、サムライスピリッツ天草降臨。  - タイトル: サムライスピリッツ 天草降臨 - ジャンル: 対戦型格闘ゲーム - プラットフォーム: NEO-GEO - リリース年: 1996 - ディスク状態: 良好  ご覧いただきありがとうございます。
サムライスピリッツ　天草降臨　ネオジオCD レトロゲーム;https://jp.mercari.com/item/m79193399173;¥3,200;SOLD_OUT;2026-03-10 21:22 UTC;ネオジオCDのソフト「サムライスピリッツ天草降臨」です。 ディスクは素人目ですが、大きな傷はないです。 クリアカバーに入れ保管していたので、状態は良い方だと思いますが、古いものですのでご理解いただける方のみ、ご検討お願いします。
【中古】サムライスピリッツ 天草降臨 NCD 【NEOGEO】;https://jp.mercari.com/item/kQbCFogi7sgPCJAd93mVTQ;¥7,782;ON_SALE;2025-01-09 00:58 UTC;
SAMURAI SPIRITS 六番勝負;https://jp.mercari.com/item/m57721394756;¥4,500;SOLD_OUT;2026-02-25 01:56 UTC;PlayStation2ソフト サムライスピリッツ 六番勝負 NEOGEOオンラインコレクション THE BEST版 です。  【収録作品】 ・サムライスピリッツ ・真サムライスピリッツ 覇王丸地獄変 ・サムライスピリッツ 斬紅郎無双剣 ・サムライスピリッツ 天草降臨 ・サムライスピリッツ 零 ・サムライスピリッツ 零 SPECIAL  歴代サムスピ6作品を収録したお得な1本です。  【付属品】 ・ケース ・ジャケット ・説明書 ・ディスク  ディスク盤面は目立つ大きなキズもなく比較的良好で動作確認済みです。 ケースには通常使用によるスレがあります。 中古品にご理解のある方のみご購入をお願いい
Switch ☆サムライスピリッツ ネオジオコレクション☆初回特典付き;https://jp.mercari.com/item/m83012236040;¥8,500;SOLD_OUT;2026-03-01 07:16 UTC;Switch ☆サムライスピリッツ ネオジオコレクション☆初回特典ビジュアルカード付き  収録タイトル ☆SAMURAI SPIRITS (1993年) ☆真SAMURAI SPIRITS 覇王丸地獄変 (1994年) ☆サムライスピリッツ 斬紅郎無双剣 (1995年) ☆サムライスピリッツ 天草降臨 (1996年) ☆サムライスピリッツ 零 (2003年) ☆サムライスピリッツ 零SPECIAL (2004年) ☆サムライスピリッツ 零SPECIAL完全版 (未発売作品)  幻の未発売タイトル『零SPECIAL完全版』を収録  1990年代に開発されながらも一般発売されなかった『サムライスピ
サムライスピリッツ天草降臨　ネオジオロム中古;https://jp.mercari.com/item/m48722549897;¥40,000;SOLD_OUT;2025-10-12 08:53 UTC;ご覧いただきありがとうございます。ネオジオROM用のサムライスピリッツ天草降臨、説明書とSNK製ケース付きの中古品です。動作確認済みです。説明書に汚れがございます、トラブル防止のため返品はご遠慮ください、よろしくお願いいたします。  - タイトル: サムライスピリッツ天草降臨 - プラットフォーム: ネオジオ - ジャンル: 格闘ゲーム - 発売元: SNK - 状態: 中古 - ケース: SNK製ケース 説明書多少汚れあります ご覧いただきありがとうございます。
